season,year,amazon_lobby,facebook_lobby,google_lobby,apple_lobby,microsoft_lobby,amazon_link,facebook_link,google_link,apple_link,microsoft_link
2010 3rd Quarter - Report,2010,480000.0,120000.0,1200000.0,340000.0,1630000.0,https://lda.senate.gov//filings/public/filing/d3371cff-36c5-4249-9bd0-d26333b10a95/print/,https://lda.senate.gov//filings/public/filing/dc652488-342c-4ed5-aa4d-09f04f9dfafd/print/,https://lda.senate.gov//filings/public/filing/2338d134-68dc-4a5f-8d24-df6b46ee150e/print/,https://lda.senate.gov//filings/public/filing/ae83a5e6-69ea-4cbe-befd-654c9acd143e/print/,https://lda.senate.gov//filings/public/filing/3e4f6e2a-adf3-4713-bd6c-053064cf216a/print/
2010 2nd Quarter - Report,2010,500000.0,60000.0,1340000.0,330000.0,1850000.0,https://lda.senate.gov//filings/public/filing/f3d30c55-120b-45aa-8882-b714802df770/print/,https://lda.senate.gov//filings/public/filing/51104a5c-d4c7-474f-80cb-ebd5ee4b7358/print/,https://lda.senate.gov//filings/public/filing/9016e68e-d49f-4731-bf33-9747f2b5ce7d/print/,https://lda.senate.gov//filings/public/filing/2baaba5b-7289-45b9-8ceb-8142ef51e466/print/,https://lda.senate.gov//filings/public/filing/be0faeba-7719-40b5-b31d-8331096a2c7f/print/
2010 1st Quarter - Report,2010,540000.0,41390.0,1380000.0,560000.0,1720000.0,https://lda.senate.gov//filings/public/filing/5d79620c-5c7d-48af-86cc-b6fe9bb0f8cb/print/,https://lda.senate.gov//filings/public/filing/c9bcb5c6-e1f3-4942-b59f-518c55953581/print/,https://lda.senate.gov//filings/public/filing/e7885151-831b-4ceb-a80c-60f47e3e0702/print/,https://lda.senate.gov//filings/public/filing/98502fce-b22b-476f-b993-2d13c4515b46/print/,https://lda.senate.gov//filings/public/filing/b5acd953-5ec4-4c44-9f5b-554122395340/print/
2009 Registration,2009,0.0,0.0,0.0,0.0,0.0,0,https://lda.senate.gov//filings/public/filing/1ec17ad5-bebc-4451-8c42-799205704b5c/print/,0,0,0
2009 4th Quarter - Report,2009,570000.0,38117.0,1120000.0,390000.0,1690000.0,https://lda.senate.gov//filings/public/filing/b3065283-de13-4922-a396-dbf05ccf16a3/print/,https://lda.senate.gov//filings/public/filing/167fa844-7a7b-4c34-a67c-cebaa5c71d18/print/,https://lda.senate.gov//filings/public/filing/139027f3-c810-4979-b00c-47d446649c89/print/,https://lda.senate.gov//filings/public/filing/c3f5e45a-afa4-490c-9a0b-9fdd4e568c1a/print/,https://lda.senate.gov//filings/public/filing/2e3eac85-2c8f-40a6-8734-61d042953c8f/print/
2009 3rd Quarter - Report,2009,550000.0,121624.0,1080000.0,380000.0,1490000.0,https://lda.senate.gov//filings/public/filing/f5afa696-fb2d-495c-9a5a-87fed03ad794/print/,https://lda.senate.gov//filings/public/filing/144deed1-5a3a-450c-b6de-31a15c59a8cc/print/,https://lda.senate.gov//filings/public/filing/18f19f3d-2dd6-4dce-aeb7-eafb9b5bb0df/print/,https://lda.senate.gov//filings/public/filing/ebf23294-ccc7-47fd-8a69-58523630a933/print/,https://lda.senate.gov//filings/public/filing/43cc0d38-e088-4641-a696-f5c381161c19/print/
2009 2nd Quarter - Report,2009,320000.0,48137.0,950000.0,390000.0,1890000.0,https://lda.senate.gov//filings/public/filing/fde073ae-a1da-4686-91a2-f5cb971b593e/print/,https://lda.senate.gov//filings/public/filing/3f324dd4-a528-4f8a-b7ca-c8494af0d80d/print/,https://lda.senate.gov//filings/public/filing/6762848b-c682-4587-8854-4f4f03c9e3b7/print/,https://lda.senate.gov//filings/public/filing/30645049-6601-421e-9d41-50180c7fb699/print/,https://lda.senate.gov//filings/public/filing/a616614c-2aca-4b7c-8eb1-0ed90b640975/print/
2009 2nd Quarter - Amendment,2009,0.0,48137.0,0.0,0.0,0.0,0,https://lda.senate.gov//filings/public/filing/d3f0865b-effb-4e3c-99a8-e021acd18b4c/print/,0,0,0
2009 1st Quarter - Report,2009,370000.0,0.0,880000.0,340000.0,1650000.0,https://lda.senate.gov//filings/public/filing/19d393cc-bafc-474f-9256-a681fb70c6d8/print/,0,https://lda.senate.gov//filings/public/filing/8bac0098-7e93-4cf7-91b3-8ef4551f8441/print/,https://lda.senate.gov//filings/public/filing/ab9f4968-d142-4f3d-8c08-aefcc727f5be/print/,https://lda.senate.gov//filings/public/filing/fabf3bb7-e6d1-47c1-9c45-3e416c1d1f93/print/
2008 4th Quarter - Report,2008,310000.0,0.0,770000.0,460000.0,2020000.0,https://lda.senate.gov//filings/public/filing/e1979899-9de4-46f2-8474-0147eee4b227/print/,0,https://lda.senate.gov//filings/public/filing/c40cc03a-5ad9-49ac-9cc9-e4a156643312/print/,https://lda.senate.gov//filings/public/filing/cedecbbb-faad-4e1a-8933-81ec32bf23be/print/,https://lda.senate.gov//filings/public/filing/3883725a-8ce5-433b-822c-06296c90bfc3/print/
2008 3rd Quarter - Report,2008,370000.0,0.0,720000.0,410000.0,1980000.0,https://lda.senate.gov//filings/public/filing/56887f62-7906-4e93-b315-4e41b072651d/print/,0,https://lda.senate.gov//filings/public/filing/bdaaa5b8-4aa8-4367-ba68-32dceca90603/print/,https://lda.senate.gov//filings/public/filing/4aafd032-1c62-4bf9-a369-94e486d3cd08/print/,https://lda.senate.gov//filings/public/filing/f8c8515e-639b-41ef-921d-115f26903d0a/print/
2008 2nd Quarter - Report,2008,300000.0,0.0,730000.0,450000.0,2300000.0,https://lda.senate.gov//filings/public/filing/f1aa1c99-840c-4195-a4e8-558ce10e958d/print/,0,https://lda.senate.gov//filings/public/filing/031e375b-581c-4619-8ae2-8c05cab004d9/print/,https://lda.senate.gov//filings/public/filing/e3ff5a08-f8b3-4cd1-9e2c-582d8acb75a7/print/,https://lda.senate.gov//filings/public/filing/29095ed5-4e6a-49ac-a2ae-d22d34311f58/print/
2008 2nd Quarter - Amendment,2008,0.0,0.0,0.0,0.0,2340000.0,0,0,0,0,https://lda.senate.gov//filings/public/filing/4aac36a4-a07a-40d1-a5e7-611aa49c942a/print/
2008 1st Quarter - Report,2008,360000.0,0.0,620000.0,390000.0,2560000.0,https://lda.senate.gov//filings/public/filing/855515c6-1cae-41b3-a506-0780d50def56/print/,0,https://lda.senate.gov//filings/public/filing/61199628-0cd3-45d1-9a0c-afd1b44b8790/print/,https://lda.senate.gov//filings/public/filing/876096f0-68d8-4a7d-93ab-747fb731f0f3/print/,https://lda.senate.gov//filings/public/filing/e6e2c5ab-78e7-4808-bff1-e102721b3378/print/
2008 1st Quarter - Amendment,2008,0.0,0.0,0.0,390000.0,2560000.0,0,0,0,https://lda.senate.gov//filings/public/filing/85f506ef-3b42-4b7d-83fb-8a273897c800/print/,https://lda.senate.gov//filings/public/filing/9f08549c-2e76-4e5b-b16a-ecb04eb4ee2b/print/
2007 Year-End Report,2007,887000.0,0.0,940000.0,580000.0,4220000.0,https://lda.senate.gov//filings/public/filing/5827c74e-ba50-4e40-86ee-5dc71e1e126c/print/,0,https://lda.senate.gov//filings/public/filing/5065597a-b535-4da3-a37d-7ee660493844/print/,https://lda.senate.gov//filings/public/filing/77f36f50-8c3d-4b5d-8710-47f50656b467/print/,https://lda.senate.gov//filings/public/filing/4dc53877-c630-4ee1-8907-bfd5588b7422/print/
2007 Year-End Amendment,2007,0.0,0.0,940000.0,0.0,0.0,0,0,https://lda.senate.gov//filings/public/filing/59ac284a-9f41-4ff0-a5a2-c646ee3d2cee/print/,0,0
2007 Year-End Amendment,2007,0.0,0.0,940000.0,0.0,0.0,0,0,https://lda.senate.gov//filings/public/filing/0113b68c-62f5-4628-aa44-49708612194b/print/,0,0
2007 Registration - Amendment,2007,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/b17197e7-7bcf-4f10-9493-63356cc21923/print/,0
2007 Registration - Amendment,2007,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/c4cbb3a2-efc2-41f9-8358-8fa23f082045/print/,0
2007 Registration,2007,0.0,0.0,0.0,0.0,0.0,0,0,https://lda.senate.gov//filings/public/filing/41f030d0-4fd5-43b3-a00e-a2c7716963ed/print/,0,0
2007 Mid-Year Report,2007,735000.0,0.0,580000.0,720000.0,4780000.0,https://lda.senate.gov//filings/public/filing/c35a8177-0e7b-49a8-b1b6-aa2889d9a53f/print/,0,https://lda.senate.gov//filings/public/filing/f1edf8d7-efeb-497a-b452-9d6cab1b4bda/print/,https://lda.senate.gov//filings/public/filing/d711f265-55b3-4a58-a1a7-fe060e3c36e1/print/,https://lda.senate.gov//filings/public/filing/b8cd9435-c3e8-4919-b20f-ff9ba39799de/print/
2007 Mid-Year Amendment,2007,0.0,0.0,580000.0,720000.0,0.0,0,0,https://lda.senate.gov//filings/public/filing/4ccd244d-608c-4838-a4bc-a242ca35708c/print/,https://lda.senate.gov//filings/public/filing/8a0e030b-c865-4572-8c32-22c31a1328c8/print/,0
2006 Year-End Report,2006,780000.0,0.0,0.0,600000.0,4040000.0,https://lda.senate.gov//filings/public/filing/ad1b2a56-0a92-4efa-80a5-f4ae2fbe0755/print/,0,0,https://lda.senate.gov//filings/public/filing/fd4373a3-e6f2-4755-8a94-ece9dd048c8d/print/,https://lda.senate.gov//filings/public/filing/f5a11c27-1ada-4c3d-8097-c0f17edc5e9b/print/
2006 Year-End Report,2006,780000.0,0.0,0.0,600000.0,4040000.0,https://lda.senate.gov//filings/public/filing/ad1b2a56-0a92-4efa-80a5-f4ae2fbe0755/print/,0,0,https://lda.senate.gov//filings/public/filing/f8351fd7-8dec-4697-ad1a-a431b578d40a/print/,https://lda.senate.gov//filings/public/filing/f5a11c27-1ada-4c3d-8097-c0f17edc5e9b/print/
2006 Registration - Amendment,2006,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c6b6e0b4-cb60-437e-909d-7e6355b3b79b/print/,0,0,https://lda.senate.gov//filings/public/filing/a326e0aa-2c28-48e0-ad99-ebc3d5ded070/print/,0
2006 Registration - Amendment,2006,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/d542d391-e86d-4a39-bf34-8db41a9337dd/print/,0,0,https://lda.senate.gov//filings/public/filing/a326e0aa-2c28-48e0-ad99-ebc3d5ded070/print/,0
2006 Mid-Year Report,2006,780000.0,0.0,0.0,500000.0,4840000.0,https://lda.senate.gov//filings/public/filing/c6b6e0b4-cb60-437e-909d-7e6355b3b79b/print/,0,0,https://lda.senate.gov//filings/public/filing/ae905e54-cd2f-49d7-b202-c1b30cf24007/print/,https://lda.senate.gov//filings/public/filing/8a50348d-58bd-4557-aed3-0caace14b20b/print/
2006 Mid-Year Report,2006,780000.0,0.0,0.0,500000.0,4840000.0,https://lda.senate.gov//filings/public/filing/d542d391-e86d-4a39-bf34-8db41a9337dd/print/,0,0,https://lda.senate.gov//filings/public/filing/ae905e54-cd2f-49d7-b202-c1b30cf24007/print/,https://lda.senate.gov//filings/public/filing/8a50348d-58bd-4557-aed3-0caace14b20b/print/
2005 Year-End Report,2005,460000.0,0.0,0.0,420000.0,4160000.0,https://lda.senate.gov//filings/public/filing/7a773e5a-7014-4f87-9ba9-b075f21fdf92/print/,0,0,https://lda.senate.gov//filings/public/filing/0f0d1f08-0f04-40ed-87b7-2f8db3daab98/print/,https://lda.senate.gov//filings/public/filing/6aab6ed4-3c02-40f2-b907-d596a3c33bb6/print/
2005 Registration - Amendment,2005,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/5347a4df-e273-4423-988a-c5083bb45e01/print/,0
2005 Registration - Amendment,2005,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/e52ca190-1b21-40a8-bf7a-6761399343c4/print/,0
2005 Mid-Year Report,2005,460000.0,0.0,0.0,340000.0,4540000.0,https://lda.senate.gov//filings/public/filing/d21b96fb-a1c4-4819-9b1e-43840664a49b/print/,0,0,https://lda.senate.gov//filings/public/filing/ba355629-955b-4555-9915-486c444e95f0/print/,https://lda.senate.gov//filings/public/filing/75381645-af7e-45f6-b2a0-82ad8847f455/print/
2004 Year-End Report,2004,460000.0,0.0,0.0,300000.0,4060000.0,https://lda.senate.gov//filings/public/filing/72fb7eec-3d3d-4dfe-a699-1e7503d9daf0/print/,0,0,https://lda.senate.gov//filings/public/filing/98bb548f-13cd-4232-a787-4632fb1efe4c/print/,https://lda.senate.gov//filings/public/filing/2be19bb3-7ad3-47ad-800f-af3199cbe180/print/
2004 Mid-Year Report,2004,460000.0,0.0,0.0,360000.0,5340000.0,https://lda.senate.gov//filings/public/filing/0242cc15-f521-4840-9a24-188d0d696a97/print/,0,0,https://lda.senate.gov//filings/public/filing/6e212f3e-dcd9-4a54-b4e1-5f0dbe8ce84a/print/,https://lda.senate.gov//filings/public/filing/d39bdf96-f71e-4385-b416-b57506ee3321/print/
2004 Mid-Year Amendment,2004,0.0,0.0,0.0,0.0,5400000.0,0,0,0,0,https://lda.senate.gov//filings/public/filing/eed607cc-3ac3-4899-aa83-91986888b54c/print/
2003 Year-End Report,2003,460000.0,0.0,0.0,222681.0,4620000.0,https://lda.senate.gov//filings/public/filing/eba0eae0-4b31-483e-b4b5-0705f4e250f6/print/,0,0,https://lda.senate.gov//filings/public/filing/cd1217be-77f3-4bf7-9cf4-b846a2338c75/print/,https://lda.senate.gov//filings/public/filing/02f03d44-4ef0-4caa-b090-b0bb74a72da6/print/
2003 Year-End Amendment,2003,0.0,0.0,0.0,233008.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/bb26e674-8eaf-40cd-84ad-2d227cb323a0/print/,0
2003 Mid-Year Report,2003,460000.0,0.0,0.0,280000.0,4120000.0,https://lda.senate.gov//filings/public/filing/7f35761e-9c81-4f42-a630-8b72d599af00/print/,0,0,https://lda.senate.gov//filings/public/filing/e9ef0270-7856-4bb4-9ecc-23bec159f712/print/,https://lda.senate.gov//filings/public/filing/2c18c4a0-a6a8-4954-b785-d4fe22272256/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Report,2002,460000.0,0.0,0.0,240000.0,3300000.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,https://lda.senate.gov//filings/public/filing/ef584f41-a971-4d16-913b-67f4a27b2b9c/print/,https://lda.senate.gov//filings/public/filing/b9d156c9-c16b-40c5-b42d-56539a73db6a/print/
2002 Year-End Amendment,2002,0.0,0.0,0.0,0.0,3300000.0,0,0,0,0,https://lda.senate.gov//filings/public/filing/023b30cb-ecaf-4c8d-a387-4bed8c021cc3/print/
2002 Mid-Year Report,2002,0.0,0.0,0.0,280000.0,3200000.0,https://lda.senate.gov//filings/public/filing/1f1b737e-78ef-4fcc-8895-5749755846d2/print/,0,0,https://lda.senate.gov//filings/public/filing/aa6550c4-d9b6-45f0-ab79-38f0838eb789/print/,https://lda.senate.gov//filings/public/filing/d7e93902-1010-4583-a99b-bdad8f2fadf1/print/
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,0,0
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,0,0
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,0,0
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,0,0
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,0,0
2002 Mid-Year Amendment,2002,460000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,0,0
2001 Year-End Report,2001,0.0,0.0,0.0,260000.0,3100000.0,0,0,0,https://lda.senate.gov//filings/public/filing/768dc06d-3c40-4cad-99b2-63a03114060c/print/,https://lda.senate.gov//filings/public/filing/70402fd1-5c29-4997-b8f6-af14a5a4c5bc/print/
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,0,0
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,0,0
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,0,0
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,0,0
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,0,0
2001 Year-End Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,0,0
2001 Registration - Amendment,2001,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/f55917f6-914e-444c-a819-836dc2fb5e5c/print/,0
2001 Registration - Amendment,2001,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/e930c549-bc08-4232-8b44-f08a9478f7b2/print/,0
2001 Mid-Year Report,2001,0.0,0.0,0.0,240000.0,3460000.0,0,0,0,https://lda.senate.gov//filings/public/filing/f55917f6-914e-444c-a819-836dc2fb5e5c/print/,https://lda.senate.gov//filings/public/filing/6026067d-b9f8-4b34-8e45-2a9e51e31e52/print/
2001 Mid-Year Report,2001,0.0,0.0,0.0,240000.0,3460000.0,0,0,0,https://lda.senate.gov//filings/public/filing/e930c549-bc08-4232-8b44-f08a9478f7b2/print/,https://lda.senate.gov//filings/public/filing/6026067d-b9f8-4b34-8e45-2a9e51e31e52/print/
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,0,0
2001 Mid-Year Amendment,2001,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/31d013f3-6e5e-4c73-ad7d-5720d0fee6ae/print/,0,0,0,0
2001 Mid-Year Amendment,2001,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/412e2267-2b64-4fdd-8ac2-6281b9db7d68/print/,0,0,0,0
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,0,0
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,0,0
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,0,0
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,0,0
2001 Mid-Year Amendment,2001,4236000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,0,0
2000 Year-End Report,2000,0.0,0.0,0.0,180000.0,3020000.0,https://lda.senate.gov//filings/public/filing/d622f319-0fc3-4aa8-8168-5ec3d07d754d/print/,0,0,https://lda.senate.gov//filings/public/filing/da67813a-9e0a-4612-8e9c-0417c18bf132/print/,https://lda.senate.gov//filings/public/filing/13444ebd-8d99-4baa-afa7-bc842b0ab04b/print/
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,0,0
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,0,0
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,0,0
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,0,0
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,0,0
2000 Year-End Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,0,0
2000 Registration - Amendment,2000,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/e2012851-b698-4303-918f-f9084f274092/print/,0,0,0,0
2000 Registration - Amendment,2000,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/9c04ea15-9faf-4e4b-959a-a4a8e3b5ab1a/print/,0,0,0,0
2000 Registration,2000,0.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/cd1d858d-437d-4850-b70c-d52efea458a9/print/,0,0,0,0
2000 Mid-Year Report,2000,0.0,0.0,0.0,180000.0,3340000.0,https://lda.senate.gov//filings/public/filing/9c04ea15-9faf-4e4b-959a-a4a8e3b5ab1a/print/,0,0,https://lda.senate.gov//filings/public/filing/dda1cd4d-8554-45ed-b58d-101140ff3c67/print/,https://lda.senate.gov//filings/public/filing/6df5452e-8951-45fd-96d8-87be14df18d1/print/
2000 Mid-Year Report,2000,0.0,0.0,0.0,180000.0,3340000.0,https://lda.senate.gov//filings/public/filing/e2012851-b698-4303-918f-f9084f274092/print/,0,0,https://lda.senate.gov//filings/public/filing/dda1cd4d-8554-45ed-b58d-101140ff3c67/print/,https://lda.senate.gov//filings/public/filing/6df5452e-8951-45fd-96d8-87be14df18d1/print/
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ccb477c3-ebba-4c33-85c7-751c7baf558d/print/,0,0,0,0
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/6c0b9b7c-270f-409b-bb7b-746c76fd881f/print/,0,0,0,0
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/c1f03f7a-ecaf-4269-817a-324af67717f7/print/,0,0,0,0
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/70ac114f-686f-4d10-9b85-63af87039fe7/print/,0,0,0,0
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/ae1e7ef6-278c-49d8-95ff-b0ff62db8d21/print/,0,0,0,0
2000 Mid-Year Amendment,2000,246000.0,0.0,0.0,0.0,0.0,https://lda.senate.gov//filings/public/filing/340cee19-45d7-41fd-a635-0ad2cd0da951/print/,0,0,0,0
1999 Year-End Report,1999,0.0,0.0,0.0,100000.0,2620000.0,0,0,0,https://lda.senate.gov//filings/public/filing/61e59995-47f4-4eb2-beb1-f89bbc7b8498/print/,https://lda.senate.gov//filings/public/filing/98e6f5f3-3ca0-4c8f-859d-abf05a397b2d/print/
1999 Registration - Amendment,1999,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/1d937c0d-a39a-4685-9fc3-13e8e2f8b940/print/,0
1999 Registration - Amendment,1999,0.0,0.0,0.0,0.0,0.0,0,0,0,https://lda.senate.gov//filings/public/filing/e5ac2715-fc74-46f6-9834-d812b044707b/print/,0
1999 Mid-Year Report,1999,0.0,0.0,0.0,80000.0,2040000.0,0,0,0,https://lda.senate.gov//filings/public/filing/1d937c0d-a39a-4685-9fc3-13e8e2f8b940/print/,https://lda.senate.gov//filings/public/filing/6341c24d-9209-4d3d-880c-74c52d6942db/print/
1999 Mid-Year Report,1999,0.0,0.0,0.0,80000.0,2040000.0,0,0,0,https://lda.senate.gov//filings/public/filing/e5ac2715-fc74-46f6-9834-d812b044707b/print/,https://lda.senate.gov//filings/public/filing/6341c24d-9209-4d3d-880c-74c52d6942db/print/
