,2021 2nd Quarter - Report,2021 1st Quarter - Report,2020 4th Quarter - Report,2020 3rd Quarter - Report,2020 2nd Quarter - Report,2020 1st Quarter - Report,2019 4th Quarter - Report,2019 3rd Quarter - Report,2019 2nd Quarter - Report,2019 1st Quarter - Report,2018 4th Quarter - Report,2018 3rd Quarter - Report,2018 2nd Quarter - Report,2018 1st Quarter - Report,2017 4th Quarter - Report,2017 3rd Quarter - Report,2017 2nd Quarter - Report,2017 1st Quarter - Report,2016 4th Quarter - Report,2016 3rd Quarter - Report,2016 2nd Quarter - Report,2016 1st Quarter - Report,2015 4th Quarter - Report,2015 3rd Quarter - Report,2015 2nd Quarter - Report,2015 1st Quarter - Report,2014 4th Quarter - Report,2014 3rd Quarter - Report,2014 2nd Quarter - Report,2014 1st Quarter - Report,2013 4th Quarter - Report,2013 3rd Quarter - Report,2013 2nd Quarter - Report,2013 1st Quarter - Report,2012 4th Quarter - Report,2012 3rd Quarter - Report,2012 2nd Quarter - Report,2012 1st Quarter - Report,2011 4th Quarter - Report,2011 3rd Quarter - Report,2011 2nd Quarter - Report,2011 1st Quarter - Report
tax reform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514575738133074,0.013663558684537577,0.012102608786074609,0.009365163352384472,0.009148331501653157,0.00905409953683181,0.009136825262206466,0.01007980185448289,0.009766135551449076,0.009639126814139571,0.009853773702358746,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.020414159991698273,0.020414159991698273,0.020828923363445866,0.010630539148682335,0.010891282811111319,0.01129975168261929,0.011922314232781584,0.012232957239813916
student privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031142702480583987,0.02890415864869155,0.03134922282875024,0.04143599281513576,0.05106474464766116,0.05440203650530471,0.043214723510679155,0.019375293500521532,0.01514575738133074,0.013663558684537577,0.024205217572149218,0.018730326704768943,0.018296663003306315,0.01810819907366362,0.018273650524412932,0.02015960370896578,0.019532271102898152,0.019278253628279143,0.01970754740471749,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
visas employment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
visas visa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
software piracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.019052624301140773,0.018804844640273665,0.019223596407244796,0.020359895405035227,0.020072256763094147,0.020072256763094147,0.020045942104068074,0.020558960670865378,0.020558960670865378,0.0210073569471865,0.02126099422388929,0.01991285696866535,0.01991285696866535,0.020317435148752595,0.020738977812811647,0.02124765916512257,0.022044535668275096,0.02325908468919692,0.02386511401098792
wto agreement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
software markets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514575738133074,0.013663558684537577,0.012102608786074609,0.009365163352384472,0.009148331501653157,0.00905409953683181,0.009136825262206466,0.01007980185448289,0.009766135551449076,0.009639126814139571,0.009853773702358746,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.010207079995849137,0.010207079995849137,0.010414461681722933,0.010630539148682335,0.010891282811111319,0.01129975168261929,0.011922314232781584,0.012232957239813916
online advertising,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010300453673363383,0.010394567118698357,0.011467350410321873,0.011110505954376614,0.010966013660090803,0.01121020805172954,0.01187283890936666,0.0234102058340363,0.0234102058340363,0.023379515135350866,0.023977846971534288,0.023977846971534288,0.02450081004677719,0.024796626353078836,0.02322429838767769,0.02322429838767769,0.023696156564044613,0.024187800361248072,0.02478107371870282,0.025710468115321333,0.02712699257048799,0.041750703808044236
visas visas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020215763953578488,0.019747707888022967,0.019544297537767277,0.01972287036924243,0.021758391959835546,0.021081307780550118,0.02080714506102454,0.02127048463795826,0.022527774370046053,0.02220950856873194,0.02220950856873194,0.022180391979998507,0.022748035687912442,0.022748035687912442,0.02324417625938281,0.023524820301393964,0.02203313621847735,0.02203313621847735,0.022480793034719896,0.02294722067761053,0.023510065353535354,0.024391791595575463,0.025735663249155792,0.026406221302197816
skilled immigrants,0.0,0.0,0.06975338328997914,0.06975338328997914,0.07201376743109109,0.07513686225382743,0.07513686225382743,0.07279689730733187,0.06756424142109875,0.07327964412696661,0.04842886894082764,0.05968260099550626,0.06358310533993392,0.05050778415156761,0.02264513254969181,0.017701805831043315,0.015969466346588117,0.014145085345434745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02385932160925353,0.02385932160925353,0.024344081828742772,0.024849168668347615,0.02545866393065551,0.0,0.0,0.0
settings msn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014011293442033121,0.012410617689791008,0.009603504832992516,0.009381154656269255,0.009284524507329698,0.009369355585395842,0.010336330737945609,0.010014681692030658,0.009884440608486339,0.01010455021585104,0.010701826086617213,0.010550633820615548,0.010550633820615548,0.010536801976255679,0.010806461292860644,0.010806461292860644,0.011042153022685967,0.011175473060454195,0.01046684808182449,0.01046684808182449,0.010679507588938805,0.01090108418297836,0.011168463717972947,0.011587328038225837,0.012225734677208966,0.012544283484861184
security licensing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514575738133074,0.013663558684537577,0.012102608786074609,0.009365163352384472,0.009148331501653157,0.00905409953683181,0.009136825262206466,0.01007980185448289,0.009766135551449076,0.009639126814139571,0.009853773702358746,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.010207079995849137,0.010207079995849137,0.010414461681722933,0.010630539148682335,0.010891282811111319,0.01129975168261929,0.011922314232781584,0.012232957239813916
unlicensed use,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02527077198543303,0.024685677198205924,0.024431403523830202,0.0246546289887379,0.027199138417390932,0.026352747454924372,0.026010029584457216,0.026589228511957868,0.014080453520133792,0.013881528994841578,0.013881528994841578,0.013863330358456483,0.01421812265679848,0.01421812265679848,0.014528223607797432,0.014703633540635483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
section 337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020911880828972364,0.016346914869413025,0.014747168134667433,0.013062424713579364,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.0,0.0,0.0,0.0
1b visas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
office funding,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
msn xbox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014011293442033121,0.012410617689791008,0.009603504832992516,0.009381154656269255,0.009284524507329698,0.009369355585395842,0.010336330737945609,0.010014681692030658,0.009884440608486339,0.01010455021585104,0.010701826086617213,0.010550633820615548,0.010550633820615548,0.010536801976255679,0.010806461292860644,0.010806461292860644,0.011042153022685967,0.011175473060454195,0.01046684808182449,0.01046684808182449,0.010679507588938805,0.01090108418297836,0.011168463717972947,0.011587328038225837,0.012225734677208966,0.012544283484861184
employment based,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
emerging threats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
data privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020750831585103713,0.02027038708589845,0.02006159290277901,0.020244892171613224,0.022334289624572866,0.021639284488702004,0.021357865273833192,0.02183346844914445,0.01156201796314733,0.011398673158134453,0.011398673158134453,0.011383729537143242,0.011675063542880403,0.011675063542880403,0.011929699713562843,0.0,0.011308152885321462,0.011308152885321462,0.01153790554822116,0.01177729203607504,0.024132326031618346,0.025037389663878553,0.026416830699076427,0.013552568488115176
controls family,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014011293442033121,0.012410617689791008,0.009603504832992516,0.009381154656269255,0.009284524507329698,0.009369355585395842,0.010336330737945609,0.010014681692030658,0.009884440608486339,0.01010455021585104,0.010701826086617213,0.010550633820615548,0.010550633820615548,0.010536801976255679,0.010806461292860644,0.010806461292860644,0.011042153022685967,0.011175473060454195,0.01046684808182449,0.01046684808182449,0.010679507588938805,0.01090108418297836,0.011168463717972947,0.011587328038225837,0.012225734677208966,0.012544283484861184
competitiveness interpretation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
competition software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273025228017791,0.00985084242813069,0.009622765638160946,0.009523646786495437,0.00961066268304262,0.010602542212999305,0.010272609118408523,0.01013901368486884,0.010364792199772939,0.01097745086880687,0.010822364656571338,0.010822364656571338,0.01080817657402762,0.0110847809474671,0.0110847809474671,0.011326542901305709,0.011463296587319946,0.010736421021939143,0.010736421021939143,0.010954557559782096,0.011181840843500233,0.011456106719713447,0.011885758861231822,0.012540607618540736,0.012867360628449214
competition procurement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273025228017791,0.00985084242813069,0.009622765638160946,0.009523646786495437,0.00961066268304262,0.010602542212999305,0.010272609118408523,0.01013901368486884,0.010364792199772939,0.01097745086880687,0.010822364656571338,0.010822364656571338,0.01080817657402762,0.0110847809474671,0.0110847809474671,0.011326542901305709,0.011463296587319946,0.010736421021939143,0.010736421021939143,0.010954557559782096,0.011181840843500233,0.011456106719713447,0.011885758861231822,0.012540607618540736,0.012867360628449214
competition online,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514575738133074,0.013663558684537577,0.012102608786074609,0.009365163352384472,0.009148331501653157,0.00905409953683181,0.009136825262206466,0.01007980185448289,0.009766135551449076,0.009639126814139571,0.009853773702358746,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.010207079995849137,0.010207079995849137,0.010414461681722933,0.010630539148682335,0.010891282811111319,0.01129975168261929,0.011922314232781584,0.012232957239813916
communications privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.02665605539280653,0.011805409470819348,0.018270372956815883,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
commission investigation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273025228017791,0.00985084242813069,0.009622765638160946,0.009523646786495437,0.00961066268304262,0.010602542212999305,0.010272609118408523,0.01013901368486884,0.010364792199772939,0.01097745086880687,0.010822364656571338,0.010822364656571338,0.01080817657402762,0.0110847809474671,0.0110847809474671,0.011326542901305709,0.011463296587319946,0.010736421021939143,0.010736421021939143,0.010954557559782096,0.011181840843500233,0.011456106719713447,0.011885758861231822,0.012540607618540736,0.012867360628449214
china interoperability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
business activity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010375415792551856,0.010135193542949224,0.010030796451389505,0.010122446085806612,0.011167144812286433,0.010819642244351002,0.010678932636916596,0.0,0.01156201796314733,0.011398673158134453,0.011398673158134453,0.011383729537143242,0.011675063542880403,0.011675063542880403,0.011929699713562843,0.01207373575554743,0.011308152885321462,0.011308152885321462,0.01153790554822116,0.01177729203607504,0.012066163015809173,0.012518694831939276,0.013208415349538214,0.013552568488115176
based visas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
aspects intellectual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
application wto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
america healthy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01514575738133074,0.013663558684537577,0.012102608786074609,0.009365163352384472,0.009148331501653157,0.00905409953683181,0.009136825262206466,0.01007980185448289,0.009766135551449076,0.009639126814139571,0.009853773702358746,0.010436226274980599,0.010288786325363626,0.010288786325363626,0.01027529776216221,0.010538264626178555,0.010538264626178555,0.010768106916988587,0.010898118194491789,0.010207079995849137,0.010207079995849137,0.010414461681722933,0.010630539148682335,0.010891282811111319,0.01129975168261929,0.011922314232781584,0.012232957239813916
agreement trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
administration position,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010375415792551856,0.010135193542949224,0.010030796451389505,0.010122446085806612,0.011167144812286433,0.010819642244351002,0.010678932636916596,0.010916734224572225,0.01156201796314733,0.011398673158134453,0.011398673158134453,0.011383729537143242,0.011675063542880403,0.011675063542880403,0.011929699713562843,0.01207373575554743,0.011308152885321462,0.011308152885321462,0.01153790554822116,0.01177729203607504,0.012066163015809173,0.012518694831939276,0.013208415349538214,0.0
access indigenous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
european commission,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273025228017791,0.00985084242813069,0.009622765638160946,0.009523646786495437,0.00961066268304262,0.010602542212999305,0.010272609118408523,0.01013901368486884,0.010364792199772939,0.01097745086880687,0.010822364656571338,0.010822364656571338,0.01080817657402762,0.0110847809474671,0.0110847809474671,0.011326542901305709,0.011463296587319946,0.010736421021939143,0.010736421021939143,0.010954557559782096,0.011181840843500233,0.011456106719713447,0.011885758861231822,0.012540607618540736,0.012867360628449214
fairness high,0.0,0.0,0.067896875427013,0.067896875427013,0.07009709874533226,0.07313707143374726,0.07313707143374726,0.07085938537778486,0.0657659982458228,0.07132928374155692,0.047139919620485214,0.05809413011704286,0.06189082133236594,0.049163503860121846,0.022042425345345312,0.01723066679571637,0.015544434062253414,0.013768609525517072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02322429838767769,0.02322429838767769,0.023696156564044613,0.024187800361248072,0.02478107371870282,0.012855234057660666,0.0,0.0
family settings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014011293442033121,0.012410617689791008,0.009603504832992516,0.009381154656269255,0.009284524507329698,0.009369355585395842,0.010336330737945609,0.010014681692030658,0.009884440608486339,0.01010455021585104,0.010701826086617213,0.010550633820615548,0.010550633820615548,0.010536801976255679,0.010806461292860644,0.010806461292860644,0.011042153022685967,0.011175473060454195,0.01046684808182449,0.01046684808182449,0.010679507588938805,0.01090108418297836,0.011168463717972947,0.011587328038225837,0.012225734677208966,0.012544283484861184
innovation policy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
mathematics stem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010107881976789244,0.009873853944011484,0.009772148768883639,0.009861435184621214,0.010879195979917773,0.010540653890275059,0.01040357253051227,0.01063524231897913,0.011263887185023027,0.01110475428436597,0.01110475428436597,0.011090195989999253,0.011374017843956221,0.011374017843956221,0.011622088129691404,0.011762410150696982,0.011016568109238675,0.011016568109238675,0.011240396517359948,0.011473610338805265,0.011755032676767677,0.012195895797787732,0.012867831624577896,0.013203110651098908
market access,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.019052624301140773,0.018804844640273665,0.019223596407244796,0.020359895405035227,0.020072256763094147,0.020072256763094147,0.020045942104068074,0.020558960670865378,0.020558960670865378,0.0210073569471865,0.02126099422388929,0.01991285696866535,0.01991285696866535,0.020317435148752595,0.020738977812811647,0.02124765916512257,0.022044535668275096,0.02325908468919692,0.02386511401098792
ip rights,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899501540043537,0.014773828584629235,0.013328027696403264,0.011805409470819348,0.009135186478407942,0.008923679287731493,0.008831761342632263,0.008912455602777404,0.00983227586549877,0.009526312150570386,0.009402422320136833,0.009611798203622398,0.010179947702517613,0.010036128381547074,0.010036128381547074,0.010022971052034037,0.010279480335432689,0.010279480335432689,0.01050367847359325,0.010630497111944645,0.009956428484332674,0.009956428484332674,0.010158717574376298,0.010369488906405823,0.010623829582561285,0.011022267834137548,0.01162954234459846,0.01193255700549396
investigation competition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01273025228017791,0.00985084242813069,0.009622765638160946,0.009523646786495437,0.00961066268304262,0.010602542212999305,0.010272609118408523,0.01013901368486884,0.010364792199772939,0.01097745086880687,0.010822364656571338,0.010822364656571338,0.01080817657402762,0.0110847809474671,0.0110847809474671,0.011326542901305709,0.011463296587319946,0.010736421021939143,0.010736421021939143,0.010954557559782096,0.011181840843500233,0.011456106719713447,0.011885758861231822,0.012540607618540736,0.012867360628449214
