,2021 2nd Quarter - Report,2021 1st Quarter - Report,2020 4th Quarter - Report,2020 3rd Quarter - Report,2020 2nd Quarter - Report,2020 1st Quarter - Report,2019 4th Quarter - Report,2019 3rd Quarter - Report,2019 2nd Quarter - Report,2019 1st Quarter - Report,2018 4th Quarter - Report,2018 3rd Quarter - Report,2018 2nd Quarter - Report,2018 1st Quarter - Report,2017 4th Quarter - Report,2017 3rd Quarter - Report,2017 2nd Quarter - Report,2017 1st Quarter - Report,2016 4th Quarter - Report,2016 3rd Quarter - Report,2016 2nd Quarter - Report,2016 1st Quarter - Report,2015 4th Quarter - Report,2015 3rd Quarter - Report,2015 2nd Quarter - Report,2015 1st Quarter - Report,2014 4th Quarter - Report,2014 3rd Quarter - Report,2014 2nd Quarter - Report,2014 1st Quarter - Report,2013 4th Quarter - Report,2013 3rd Quarter - Report,2013 2nd Quarter - Report,2013 1st Quarter - Report,2012 4th Quarter - Report,2012 3rd Quarter - Report,2012 2nd Quarter - Report,2012 1st Quarter - Report,2011 4th Quarter - Report,2011 3rd Quarter - Report,2011 2nd Quarter - Report,2011 1st Quarter - Report
copyright office,0.006419568861442268,0.006323322351893674,0.004789302774397986,0.005214291038171182,0.005500679200805354,0.006196427218005743,0.007844009567030776,0.008015778885263796,0.008275708383865455,0.007253181571233368,0.009563486944564843,0.011560891099277661,0.012578477410732225,0.012235795629187227,0.01258013667410789,0.011859094216294965,0.012047491536771697,0.013238550773534679,0.012450979018835585,0.012450979018835585,0.012450979018835585,0.013853359137497254,0.014021436841867397,0.015521422772004646,0.015925750053877214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
international terminal,0.006419568861442268,0.006323322351893674,0.004789302774397986,0.005214291038171182,0.005500679200805354,0.006196427218005743,0.007844009567030776,0.008015778885263796,0.008275708383865455,0.007253181571233368,0.009563486944564843,0.011560891099277661,0.012578477410732225,0.012235795629187227,0.01258013667410789,0.011859094216294965,0.012047491536771697,0.013238550773534679,0.012450979018835585,0.012450979018835585,0.012450979018835585,0.013853359137497254,0.014021436841867397,0.015521422772004646,0.015925750053877214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reform postal,0.0062583846037914895,0.0061645546774321885,0.004669051675139162,0.005083369219540841,0.005362566671335938,0.006040845660617956,0.007647060069898439,0.007814516557995333,0.008067919676994571,0.007071066741966952,0.009323364348019274,0.011270617143216395,0.012262653624495832,0.011928575989079796,0.0122642712266414,0.011561332896349457,0.011744999886347637,0.012906153688175754,0.012138356496436855,0.012138356496436855,0.012138356496436855,0.013505525278753436,0.01366938284301896,0.015131706723904279,0.015525882047883221,0.0,0.01945879616171522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybersecurity cloud,0.0062583846037914895,0.0061645546774321885,0.004669051675139162,0.005083369219540841,0.005362566671335938,0.006040845660617956,0.007647060069898439,0.007814516557995333,0.008067919676994571,0.007071066741966952,0.009323364348019274,0.011270617143216395,0.012262653624495832,0.011928575989079796,0.0122642712266414,0.011561332896349457,0.011744999886347637,0.012906153688175754,0.012138356496436855,0.012138356496436855,0.012138356496436855,0.013505525278753436,0.01366938284301896,0.015131706723904279,0.015525882047883221,0.020586331475186667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
payments security,0.005953192235903466,0.0058639379595269115,0.004441363697052295,0.004835476897931064,0.005101059185939323,0.005746261657248592,0.007274148445275631,0.007433438857722661,0.007674484682817217,0.006726243638387196,0.008868707144572406,0.010721001459416186,0.011664660926191023,0.011346874706382345,0.011666199645388299,0.010997540354670095,0.011172250758084182,0.01227678047866817,0.011546425192123561,0.011546425192123561,0.011546425192123561,0.012846923498847288,0.013002790490273253,0.014393803623085304,0.01476875684613819,0.019582431643713594,0.018509880993854422,0.01933960274607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infrastructure protection,0.005953192235903466,0.0058639379595269115,0.004441363697052295,0.004835476897931064,0.005101059185939323,0.005746261657248592,0.007274148445275631,0.007433438857722661,0.007674484682817217,0.006726243638387196,0.008868707144572406,0.010721001459416186,0.011664660926191023,0.011346874706382345,0.011666199645388299,0.010997540354670095,0.011172250758084182,0.01227678047866817,0.011546425192123561,0.011546425192123561,0.011546425192123561,0.012846923498847288,0.013002790490273253,0.014393803623085304,0.01476875684613819,0.019582431643713594,0.018509880993854422,0.01933960274607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
critical infrastructure,0.005953192235903466,0.0058639379595269115,0.004441363697052295,0.004835476897931064,0.005101059185939323,0.005746261657248592,0.007274148445275631,0.007433438857722661,0.007674484682817217,0.006726243638387196,0.008868707144572406,0.010721001459416186,0.011664660926191023,0.011346874706382345,0.011666199645388299,0.010997540354670095,0.011172250758084182,0.01227678047866817,0.011546425192123561,0.011546425192123561,0.011546425192123561,0.012846923498847288,0.013002790490273253,0.014393803623085304,0.01476875684613819,0.019582431643713594,0.018509880993854422,0.01933960274607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
protection payments,0.005953192235903466,0.0058639379595269115,0.004441363697052295,0.004835476897931064,0.005101059185939323,0.005746261657248592,0.007274148445275631,0.007433438857722661,0.007674484682817217,0.006726243638387196,0.008868707144572406,0.010721001459416186,0.011664660926191023,0.011346874706382345,0.011666199645388299,0.010997540354670095,0.011172250758084182,0.01227678047866817,0.011546425192123561,0.011546425192123561,0.011546425192123561,0.012846923498847288,0.013002790490273253,0.014393803623085304,0.01476875684613819,0.019582431643713594,0.018509880993854422,0.01933960274607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
security authentication,0.005953192235903466,0.0058639379595269115,0.004441363697052295,0.004835476897931064,0.005101059185939323,0.005746261657248592,0.007274148445275631,0.007433438857722661,0.007674484682817217,0.006726243638387196,0.008868707144572406,0.010721001459416186,0.011664660926191023,0.011346874706382345,0.011666199645388299,0.010997540354670095,0.011172250758084182,0.01227678047866817,0.011546425192123561,0.011546425192123561,0.011546425192123561,0.012846923498847288,0.013002790490273253,0.014393803623085304,0.01476875684613819,0.019582431643713594,0.018509880993854422,0.01933960274607754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
music licensing,0.005808402915510231,0.005721319418357101,0.004333343998404382,0.004717871857461146,0.004976994841374152,0.005606505155663277,0.0070972317645947944,0.007252648028576692,0.007487831308029168,0.00656265270992231,0.008653008737844508,0.01046025286374982,0.011380961314084611,0.011070904065384732,0.011382462609644614,0.010730065976075934,0.010900527196938282,0.011978193328835684,0.011265601225704948,0.011265601225704948,0.011265601225704948,0.012534469734743415,0.012686545839722913,0.014043727737429996,0.014409561614055991,0.019106161626387334,0.01805969679293165,0.018869238641019415,0.02264928100643926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
collection taxes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007442439955073149,0.009813028482333546,0.011862551211286267,0.012906689559089567,0.012555066129040449,0.012908392117880045,0.012168535388163773,0.01236184858893979,0.013583986317809082,0.012775864332016454,0.012775864332016454,0.012775864332016454,0.014214836971102481,0.01438730035289931,0.015926425646932547,0.016341303102843638,0.021667527897875592,0.020480774304117048,0.021398843088467432,0.025685636794575785,0.026933871975385514,0.03844397423373647,0.03668118656223853,0.03668118656223853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rate modernization,0.0,0.0,0.0,0.004957209263635952,0.005229477543717174,0.005890922885140191,0.007457273981272053,0.00762057450464518,0.007867688620241673,0.0068955757575745865,0.009091975443489225,0.01099090097458887,0.011958316919108324,0.011632530481504732,0.011959894375317894,0.011274401692769297,0.011453510402941907,0.012585846484452897,0.011837104619146183,0.011837104619146183,0.011837104619146183,0.013170342764941504,0.01333013368321111,0.014756165351517815,0.015140557962625771,0.02007541626147973,0.018975864318738458,0.019826474184772677,0.023798277912583002,0.024954793827323588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reform music,0.0,0.0,0.0,0.0,0.0,0.0,0.008261715821003409,0.008442632134513963,0.00871640330123574,0.007639425274483984,0.01007275816260627,0.012176527333833249,0.013248301769692716,0.012887371626509374,0.013250049391539018,0.01249061025133624,0.012689040035226272,0.013943525111516385,0.013114013881274996,0.013114013881274996,0.013114013881274996,0.014591073019767795,0.014768101134979335,0.0163479637529935,0.01677382211955518,0.022241020587043584,0.021022856187535893,0.021965224270747683,0.02636548015223717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wi fi,0.0,0.0,0.0,0.006302374269750914,0.0066485239906111234,0.007489456030985275,0.009480844798466313,0.009688457784323761,0.010002627624853204,0.008766726784856533,0.011559131166116073,0.01397334020408546,0.015203269592302214,0.014789079278238143,0.015205275099614517,0.014333770344653244,0.014561481152579112,0.01600108263101077,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reform standard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014371533690165087,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.0,0.0,0.0,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.08118428662820226,0.064529908653133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
video net,0.0,0.0,0.0,0.005083369219540841,0.005362566671335938,0.006040845660617956,0.007647060069898439,0.007814516557995333,0.008067919676994571,0.007071066741966952,0.009323364348019274,0.011270617143216395,0.012262653624495832,0.011928575989079796,0.0122642712266414,0.011561332896349457,0.011744999886347637,0.012906153688175754,0.012138356496436855,0.012138356496436855,0.012138356496436855,0.013505525278753436,0.01366938284301896,0.015131706723904279,0.015525882047883221,0.020586331475186667,0.01945879616171522,0.020331053873842674,0.024403939189400196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
security breach,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03638534631552109,0.03638534631552109,0.03638534631552109,0.04048350487849956,0.040974676333545304,0.04535806718609506,0.04653962794155784,0.061708584709194825,0.05832873976266677,0.06094337700300963,0.07315205968204135,0.07670700267115578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small business,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058193489049400735,0.0591179692167844,0.06496258866137203,0.06109791337953438,0.06109791337953438,0.06109791337953438,0.06797950067363816,0.06880427091918295,0.02538827248353893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
standard essential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013233821965541834,0.013606249572377514,0.012826394481178447,0.013030158639516207,0.014318367953190603,0.013466557028699908,0.013466557028699908,0.013466557028699908,0.014983323848024163,0.015165110998073123,0.0167874449558995,0.017224751644101224,0.022838924437892358,0.02158801220729562,0.02255571390789534,0.027074261570374198,0.028389979224441572,0.04052234416196016,0.03866425612260718,0.03866425612260718,0.07475739324692811,0.059421446658309285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
corporate tax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014333770344653244,0.014561481152579112,0.01600108263101077,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.016744185074948074,0.016947336105756803,0.01876032902500149,0.01924902860835381,0.025522986860572548,0.024125065670716532,0.025206493031997287,0.03025606675128235,0.031726409388839756,0.04528458686475481,0.0432081337137688,0.0432081337137688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transformation cloud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015497032258318406,0.015497032258318406,0.015497032258318406,0.01724249580013688,0.017451692651451776,0.019318640648970334,0.019821884042170057,0.026282556707331168,0.024843033067504856,0.025956643951018953,0.031156494123334627,0.032670594489483645,0.046632266385701664,0.044494017520510576,0.044494017520510576,0.08602924505695168,0.13676191675975355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vehicles uavs,0.0,0.006011561669706425,0.004553174325292359,0.004957209263635952,0.005229477543717174,0.005890922885140191,0.007457273981272053,0.00762057450464518,0.007867688620241673,0.0068955757575745865,0.009091975443489225,0.01099090097458887,0.011958316919108324,0.011632530481504732,0.011959894375317894,0.011274401692769297,0.011453510402941907,0.012585846484452897,0.011837104619146183,0.011837104619146183,0.011837104619146183,0.013170342764941504,0.01333013368321111,0.014756165351517815,0.015140557962625771,0.02007541626147973,0.018975864318738458,0.019826474184772677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
big data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015497032258318406,0.015497032258318406,0.015497032258318406,0.01724249580013688,0.017451692651451776,0.019318640648970334,0.019821884042170057,0.026282556707331168,0.024843033067504856,0.025956643951018953,0.031156494123334627,0.032670594489483645,0.046632266385701664,0.044494017520510576,0.044494017520510576,0.08602924505695168,0.13676191675975355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
computing big,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015497032258318406,0.015497032258318406,0.015497032258318406,0.01724249580013688,0.017451692651451776,0.019318640648970334,0.019821884042170057,0.026282556707331168,0.024843033067504856,0.025956643951018953,0.031156494123334627,0.032670594489483645,0.046632266385701664,0.044494017520510576,0.044494017520510576,0.08602924505695168,0.13676191675975355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tax reform,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014333770344653244,0.014561481152579112,0.01600108263101077,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.016744185074948074,0.016947336105756803,0.01876032902500149,0.01924902860835381,0.025522986860572548,0.024125065670716532,0.025206493031997287,0.03025606675128235,0.031726409388839756,0.04528458686475481,0.0432081337137688,0.0432081337137688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxes remote,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007442439955073149,0.009813028482333546,0.011862551211286267,0.012906689559089567,0.012555066129040449,0.012908392117880045,0.012168535388163773,0.01236184858893979,0.013583986317809082,0.012775864332016454,0.012775864332016454,0.012775864332016454,0.014214836971102481,0.01438730035289931,0.015926425646932547,0.016341303102843638,0.021667527897875592,0.020480774304117048,0.021398843088467432,0.025685636794575785,0.026933871975385514,0.03844397423373647,0.03668118656223853,0.03668118656223853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cyber security,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02560204891157928,0.026749683350205358,0.06421680350313688,0.06733752322571306,0.04805699697055701,0.09170683867283425,0.09170683867283425,0.1773153007355821,0.14094033013643656,0.35899885570021794,1.0,1.0,1.0,1.0,0.561916643210923,1.0
trade agreements,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trade investment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transatlantic trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faa modernization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014389189960836272,0.01565572232510889,0.01522920561386015,0.015657787516771236,0.0147603465836976,0.014994834116637133,0.016477278459829853,0.015497032258318406,0.015497032258318406,0.015497032258318406,0.01724249580013688,0.017451692651451776,0.019318640648970334,0.019821884042170057,0.026282556707331168,0.024843033067504856,0.025956643951018953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
privacy protection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008519212519634823,0.011232777907095304,0.013578825681369694,0.0,0.0,0.0,0.0,0.0,0.0,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.0,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.08118428662820226,0.064529908653133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
public 112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014389189960836272,0.01565572232510889,0.01522920561386015,0.015657787516771236,0.0147603465836976,0.014994834116637133,0.016477278459829853,0.015497032258318406,0.015497032258318406,0.015497032258318406,0.01724249580013688,0.03490338530290355,0.03863728129794067,0.039643768084340114,0.052565113414662336,0.024843033067504856,0.025956643951018953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
matthew young,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
free trade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
goods collection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013976442302520013,0.01359567506086627,0.013978285975492298,0.013177107265206494,0.013386442957724077,0.014709875846930362,0.01383477381118997,0.01383477381118997,0.01383477381118997,0.015393013666035404,0.015579771431761884,0.01724646495297199,0.01769572894112409,0.023463410359136492,0.022178294369126998,0.02317245598860915,0.027814554539281628,0.029166247930890052,0.0416303487658446,0.03972145492676303,0.03972145492676303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
governance icann,0.0,0.0,0.0,0.0056396005104133486,0.00594934824339269,0.00670184572467992,0.008483814968147483,0.008669594842667118,0.0089507257811311,0.007844795426991567,0.010343543438422214,0.012503868093865882,0.013604454969331423,0.013233821965541834,0.013606249572377514,0.012826394481178447,0.013030158639516207,0.014318367953190603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028389979224441572,0.04052234416196016,0.03866425612260718,0.03866425612260718,0.07475739324692811,0.059421446658309285,0.30271294715620456,0.0,0.0,0.0,0.0,0.0,0.0
essential patents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013233821965541834,0.013606249572377514,0.012826394481178447,0.013030158639516207,0.014318367953190603,0.013466557028699908,0.013466557028699908,0.013466557028699908,0.014983323848024163,0.015165110998073123,0.0167874449558995,0.017224751644101224,0.022838924437892358,0.02158801220729562,0.02255571390789534,0.027074261570374198,0.028389979224441572,0.04052234416196016,0.03866425612260718,0.03866425612260718,0.07475739324692811,0.059421446658309285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
electronic privacy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007442439955073149,0.009813028482333546,0.011862551211286267,0.012906689559089567,0.012555066129040449,0.012908392117880045,0.012168535388163773,0.01236184858893979,0.013583986317809082,0.012775864332016454,0.012775864332016454,0.012775864332016454,0.014214836971102481,0.01438730035289931,0.015926425646932547,0.016341303102843638,0.021667527897875592,0.020480774304117048,0.021398843088467432,0.025685636794575785,0.026933871975385514,0.03844397423373647,0.03668118656223853,0.03668118656223853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dues cybersecurity,0.0,0.0,0.0,0.0,0.0,0.0,0.009213168573170116,0.009414919944207565,0.009720219710518683,0.008519212519634823,0.011232777907095304,0.013578825681369694,0.01477403001469767,0.014371533690165087,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infringement copyright,0.0,0.0,0.0,0.0,0.0,0.0,0.007844009567030776,0.008015778885263796,0.008275708383865455,0.007253181571233368,0.009563486944564843,0.011560891099277661,0.012578477410732225,0.012235795629187227,0.01258013667410789,0.011859094216294965,0.012047491536771697,0.013238550773534679,0.012450979018835585,0.012450979018835585,0.012450979018835585,0.013853359137497254,0.014021436841867397,0.015521422772004646,0.015925750053877214,0.02111653100216533,0.01995995609557479,0.020854678744057265,0.02503246093598879,0.02624895397653295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438083356789077,0.0
intelligence authorization,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
development appropriations,0.0,0.0,0.005321583186098505,0.005793804406037752,0.006112021587694893,0.0068850946474912356,0.008715788370417615,0.008906648033891565,0.00919546595050438,0.0,0.0,0.02569152404358699,0.027952884605040026,0.01359567506086627,0.013978285975492298,0.013177107265206494,0.013386442957724077,0.014709875846930362,0.01383477381118997,0.01383477381118997,0.01383477381118997,0.015393013666035404,0.015579771431761884,0.01724646495297199,0.01769572894112409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
investment partnership,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01477597889977445,0.013929079663424077,0.014150361427227778,0.015549318100489781,0.014624276987586499,0.014624276987586499,0.014624276987586499,0.016271440256126857,0.016468855648155728,0.01823066166249605,0.018705563608342825,0.02480238685853184,0.023443933698721286,0.024494828718195697,0.029401835940373693,0.030830665846156704,0.04400605024341742,0.041988222368266555,0.041988222368266555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
accessibility online,0.0,0.006323322351893674,0.004789302774397986,0.005214291038171182,0.005500679200805354,0.006196427218005743,0.007844009567030776,0.008015778885263796,0.008275708383865455,0.007253181571233368,0.009563486944564843,0.011560891099277661,0.012578477410732225,0.012235795629187227,0.01258013667410789,0.011859094216294965,0.012047491536771697,0.013238550773534679,0.0,0.0,0.0,0.0,0.014021436841867397,0.015521422772004646,0.015925750053877214,0.02111653100216533,0.01995995609557479,0.020854678744057265,0.02503246093598879,0.02624895397653295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
damon paul,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cybersecurity critical,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008766726784856533,0.011559131166116073,0.01397334020408546,0.015203269592302214,0.014789079278238143,0.015205275099614517,0.0,0.014561481152579112,0.01600108263101077,0.01504916569233927,0.01504916569233927,0.01504916569233927,0.016744185074948074,0.016947336105756803,0.01876032902500149,0.01924902860835381,0.025522986860572548,0.024125065670716532,0.025206493031997287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nelson matthew,0.0,0.0,0.024508600754636106,0.02668341996587975,0.028148972149461837,0.03170936730145501,0.0401406442335583,0.04101965018510796,0.04234980378066584,0.03711716291576238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
