,2021 2nd Quarter - Report,2021 1st Quarter - Report,2020 4th Quarter - Report,2020 3rd Quarter - Report,2020 2nd Quarter - Report,2020 1st Quarter - Report,2019 4th Quarter - Report,2019 3rd Quarter - Report,2019 2nd Quarter - Report,2019 1st Quarter - Report,2018 4th Quarter - Report,2018 3rd Quarter - Report,2018 2nd Quarter - Report,2018 1st Quarter - Report,2017 4th Quarter - Report,2017 3rd Quarter - Report,2017 2nd Quarter - Report,2017 1st Quarter - Report,2016 4th Quarter - Report,2016 3rd Quarter - Report,2016 2nd Quarter - Report,2016 1st Quarter - Report,2015 4th Quarter - Report,2015 3rd Quarter - Report,2015 2nd Quarter - Report,2015 1st Quarter - Report,2014 4th Quarter - Report,2014 3rd Quarter - Report,2014 2nd Quarter - Report,2014 1st Quarter - Report,2013 4th Quarter - Report,2013 3rd Quarter - Report,2013 2nd Quarter - Report,2013 1st Quarter - Report,2012 4th Quarter - Report,2012 3rd Quarter - Report,2012 2nd Quarter - Report,2012 1st Quarter - Report,2011 4th Quarter - Report,2011 3rd Quarter - Report,2011 2nd Quarter - Report,2011 1st Quarter - Report
security encryption,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deferred action,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
technology engineering,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
research online,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
childhood arrivals,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arrivals daca,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
transparency efforts,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engineering protecting,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advertising content,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platform transparency,0.02135868565367594,0.0224125032272347,0.017351682568275174,0.01898746496274253,0.017810015267673424,0.01831873023233994,0.01831873023233994,0.02146868588125511,0.022027008448157612,0.02321173103733072,0.015055629626798394,0.01556670289487584,0.01582072344308153,0.01582072344308153,0.016391608205394554,0.01667350777635163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
